Item,Draft Location,Citation As Written,Case Name,Court,Year,Reporter Citation,Pinpoint As Written,Judicata Link or ID,Use Type,Proposition Supported,Publication/Citability Status,Treatment/History Check,Verified Pinpoint,Quote Text From Draft,Quote Exact?,Paraphrase Fair?,Citation Style OK?,Reviewer Notes,Status,Attorney Decision,Date Reviewed,Reviewer
1,,,,,,,,,,,,,,,,,,,,,,
